CODICE;Geo Point;Geo Shape
8956;44.5236505800242, 11.320550870801577;"{""coordinates"": [11.320550870801577, 44.5236505800242], ""type"": ""Point""}"
8942;44.52584186783016, 11.322506788239233;"{""coordinates"": [11.322506788239233, 44.52584186783016], ""type"": ""Point""}"
10385;44.508671903600764, 11.34858509184776;"{""coordinates"": [11.34858509184776, 44.508671903600764], ""type"": ""Point""}"
10392;44.509358869627015, 11.350977014018955;"{""coordinates"": [11.350977014018955, 44.509358869627015], ""type"": ""Point""}"
10322;44.50837402133398, 11.350727585159607;"{""coordinates"": [11.350727585159607, 44.50837402133398], ""type"": ""Point""}"
10394;44.51084732906717, 11.348152688334563;"{""coordinates"": [11.348152688334563, 44.51084732906717], ""type"": ""Point""}"
10397;44.511611993595686, 11.349342987110951;"{""coordinates"": [11.349342987110951, 44.511611993595686], ""type"": ""Point""}"
10382;44.51071422306618, 11.34910409448924;"{""coordinates"": [11.34910409448924, 44.51071422306618], ""type"": ""Point""}"
10398;44.50924166841179, 11.35181685944614;"{""coordinates"": [11.35181685944614, 44.50924166841179], ""type"": ""Point""}"
10391;44.50763180880825, 11.350546395419576;"{""coordinates"": [11.350546395419576, 44.50763180880825], ""type"": ""Point""}"
10348;44.511459654150585, 11.350447573599537;"{""coordinates"": [11.350447573599537, 44.511459654150585], ""type"": ""Point""}"
10154;44.511318949885776, 11.35148196635633;"{""coordinates"": [11.35148196635633, 44.511318949885776], ""type"": ""Point""}"
10405;44.51270780667474, 11.341371630535;"{""coordinates"": [11.341371630535, 44.51270780667474], ""type"": ""Point""}"
10331;44.51312176043957, 11.34159687982138;"{""coordinates"": [11.34159687982138, 44.51312176043957], ""type"": ""Point""}"
10411;44.51320647597942, 11.345497783063573;"{""coordinates"": [11.345497783063573, 44.51320647597942], ""type"": ""Point""}"
10416;44.51394880213775, 11.345324605385636;"{""coordinates"": [11.345324605385636, 44.51394880213775], ""type"": ""Point""}"
4566;44.50060951709003, 11.310997241076196;"{""coordinates"": [11.310997241076196, 44.50060951709003], ""type"": ""Point""}"
8794;44.502116053039366, 11.313511989730692;"{""coordinates"": [11.313511989730692, 44.502116053039366], ""type"": ""Point""}"
6736;44.48012038027281, 11.38338296056114;"{""coordinates"": [11.38338296056114, 44.48012038027281], ""type"": ""Point""}"
6781;44.4798752860605, 11.392259430880468;"{""coordinates"": [11.392259430880468, 44.4798752860605], ""type"": ""Point""}"
6825;44.47380016259088, 11.399989100825856;"{""coordinates"": [11.399989100825856, 44.47380016259088], ""type"": ""Point""}"
6708;44.473670011446536, 11.392233956944764;"{""coordinates"": [11.392233956944764, 44.473670011446536], ""type"": ""Point""}"
6835;44.47481460057097, 11.391160283349922;"{""coordinates"": [11.391160283349922, 44.47481460057097], ""type"": ""Point""}"
6827;44.47525413261266, 11.393027896109828;"{""coordinates"": [11.393027896109828, 44.47525413261266], ""type"": ""Point""}"
6837;44.47548425247478, 11.392361103908206;"{""coordinates"": [11.392361103908206, 44.47548425247478], ""type"": ""Point""}"
13945;44.496926943785645, 11.371714681374284;"{""coordinates"": [11.371714681374284, 44.496926943785645], ""type"": ""Point""}"
13949;44.49700844343722, 11.372401394145578;"{""coordinates"": [11.372401394145578, 44.49700844343722], ""type"": ""Point""}"
10626;44.50907936154391, 11.37556347214645;"{""coordinates"": [11.37556347214645, 44.50907936154391], ""type"": ""Point""}"
13952;44.510202731519925, 11.376680863373414;"{""coordinates"": [11.376680863373414, 44.510202731519925], ""type"": ""Point""}"
13953;44.50940550759268, 11.376589732866973;"{""coordinates"": [11.376589732866973, 44.50940550759268], ""type"": ""Point""}"
13955;44.49205605807355, 11.376000636023004;"{""coordinates"": [11.376000636023004, 44.49205605807355], ""type"": ""Point""}"
10305;44.50208580025422, 11.352178464711104;"{""coordinates"": [11.352178464711104, 44.50208580025422], ""type"": ""Point""}"
13074;44.5053409935162, 11.35756676075688;"{""coordinates"": [11.35756676075688, 44.5053409935162], ""type"": ""Point""}"
15648;44.506692601272505, 11.359497960937855;"{""coordinates"": [11.359497960937855, 44.506692601272505], ""type"": ""Point""}"
10486;44.506894611426375, 11.357720636427365;"{""coordinates"": [11.357720636427365, 44.506894611426375], ""type"": ""Point""}"
15792;44.51530439399037, 11.390976913429968;"{""coordinates"": [11.390976913429968, 44.51530439399037], ""type"": ""Point""}"
16905;44.51611194837478, 11.392558978990055;"{""coordinates"": [11.392558978990055, 44.51611194837478], ""type"": ""Point""}"
10836;44.50826885007956, 11.394152815349019;"{""coordinates"": [11.394152815349019, 44.50826885007956], ""type"": ""Point""}"
10891;44.50855123451095, 11.394220579014771;"{""coordinates"": [11.394220579014771, 44.50855123451095], ""type"": ""Point""}"
10893;44.509839278381094, 11.395718379531761;"{""coordinates"": [11.395718379531761, 44.509839278381094], ""type"": ""Point""}"
10879;44.510989750060595, 11.392458345676731;"{""coordinates"": [11.392458345676731, 44.510989750060595], ""type"": ""Point""}"
10890;44.509796940744266, 11.39301569348109;"{""coordinates"": [11.39301569348109, 44.509796940744266], ""type"": ""Point""}"
14231;44.53412784251315, 11.241687068403937;"{""coordinates"": [11.241687068403937, 44.53412784251315], ""type"": ""Point""}"
14238;44.538713979259725, 11.254326166078979;"{""coordinates"": [11.254326166078979, 44.538713979259725], ""type"": ""Point""}"
8603;44.50340826157922, 11.279059986767887;"{""coordinates"": [11.279059986767887, 44.50340826157922], ""type"": ""Point""}"
6936;44.48172673396601, 11.393410807756648;"{""coordinates"": [11.393410807756648, 44.48172673396601], ""type"": ""Point""}"
6634;44.48379962821633, 11.39478344372223;"{""coordinates"": [11.39478344372223, 44.48379962821633], ""type"": ""Point""}"
6970;44.49260077573808, 11.378937425019155;"{""coordinates"": [11.378937425019155, 44.49260077573808], ""type"": ""Point""}"
6974;44.492248707756254, 11.379841585068915;"{""coordinates"": [11.379841585068915, 44.492248707756254], ""type"": ""Point""}"
6965;44.4939477461973, 11.37998843884277;"{""coordinates"": [11.37998843884277, 44.4939477461973], ""type"": ""Point""}"
13939;44.50131815669168, 11.366370859541115;"{""coordinates"": [11.366370859541115, 44.50131815669168], ""type"": ""Point""}"
13940;44.50088194730134, 11.366273517465906;"{""coordinates"": [11.366273517465906, 44.50088194730134], ""type"": ""Point""}"
8878;44.51897798055903, 11.27946129452473;"{""coordinates"": [11.27946129452473, 44.51897798055903], ""type"": ""Point""}"
8559;44.52126518041811, 11.276278278841406;"{""coordinates"": [11.276278278841406, 44.52126518041811], ""type"": ""Point""}"
8885;44.520007369787926, 11.276778028334988;"{""coordinates"": [11.276778028334988, 44.520007369787926], ""type"": ""Point""}"
13726;44.519382011692755, 11.29324685306495;"{""coordinates"": [11.29324685306495, 44.519382011692755], ""type"": ""Point""}"
8893;44.519247226639294, 11.296721246797894;"{""coordinates"": [11.296721246797894, 44.519247226639294], ""type"": ""Point""}"
8912;44.52022020487671, 11.297426333955544;"{""coordinates"": [11.297426333955544, 44.52022020487671], ""type"": ""Point""}"
8914;44.52040434160345, 11.297549867659246;"{""coordinates"": [11.297549867659246, 44.52040434160345], ""type"": ""Point""}"
8913;44.52064185517392, 11.296227322308933;"{""coordinates"": [11.296227322308933, 44.52064185517392], ""type"": ""Point""}"
8920;44.522470396091194, 11.293742695022669;"{""coordinates"": [11.293742695022669, 44.522470396091194], ""type"": ""Point""}"
8917;44.523157555359894, 11.291112822344997;"{""coordinates"": [11.291112822344997, 44.523157555359894], ""type"": ""Point""}"
8928;44.533633651947866, 11.30054541314296;"{""coordinates"": [11.30054541314296, 44.533633651947866], ""type"": ""Point""}"
15957;44.51899131261056, 11.296493844223711;"{""coordinates"": [11.296493844223711, 44.51899131261056], ""type"": ""Point""}"
10400;44.51495284619809, 11.347665592243384;"{""coordinates"": [11.347665592243384, 44.51495284619809], ""type"": ""Point""}"
10443;44.51444468763158, 11.352879834856733;"{""coordinates"": [11.352879834856733, 44.51444468763158], ""type"": ""Point""}"
10438;44.51529798942417, 11.350835581485528;"{""coordinates"": [11.350835581485528, 44.51529798942417], ""type"": ""Point""}"
10426;44.513355666923914, 11.349560208121213;"{""coordinates"": [11.349560208121213, 44.513355666923914], ""type"": ""Point""}"
10432;44.51545298084522, 11.350191409592622;"{""coordinates"": [11.350191409592622, 44.51545298084522], ""type"": ""Point""}"
10864;44.51143394402965, 11.390852693958733;"{""coordinates"": [11.390852693958733, 44.51143394402965], ""type"": ""Point""}"
16104;44.499966333304855, 11.409834470809091;"{""coordinates"": [11.409834470809091, 44.499966333304855], ""type"": ""Point""}"
15684;44.50117362358169, 11.410580152302643;"{""coordinates"": [11.410580152302643, 44.50117362358169], ""type"": ""Point""}"
10927;44.50045280596535, 11.410133344052754;"{""coordinates"": [11.410133344052754, 44.50045280596535], ""type"": ""Point""}"
16105;44.49935427269852, 11.411033874883074;"{""coordinates"": [11.411033874883074, 44.49935427269852], ""type"": ""Point""}"
10845;44.501551214262165, 11.405700614603889;"{""coordinates"": [11.405700614603889, 44.501551214262165], ""type"": ""Point""}"
10932;44.50327893458717, 11.411881405103555;"{""coordinates"": [11.411881405103555, 44.50327893458717], ""type"": ""Point""}"
10934;44.50370163459357, 11.41250369413628;"{""coordinates"": [11.41250369413628, 44.50370163459357], ""type"": ""Point""}"
10944;44.5040115225824, 11.412339184828973;"{""coordinates"": [11.412339184828973, 44.5040115225824], ""type"": ""Point""}"
10945;44.50537137821385, 11.413185456864799;"{""coordinates"": [11.413185456864799, 44.50537137821385], ""type"": ""Point""}"
10928;44.501612353978146, 11.419117129009548;"{""coordinates"": [11.419117129009548, 44.501612353978146], ""type"": ""Point""}"
15657;44.50533965974695, 11.409337574713971;"{""coordinates"": [11.409337574713971, 44.50533965974695], ""type"": ""Point""}"
15667;44.50371507477624, 11.415940922541045;"{""coordinates"": [11.415940922541045, 44.50371507477624], ""type"": ""Point""}"
10937;44.505277709052, 11.41692005965107;"{""coordinates"": [11.41692005965107, 44.505277709052], ""type"": ""Point""}"
10961;44.50172770535771, 11.41952015722716;"{""coordinates"": [11.41952015722716, 44.50172770535771], ""type"": ""Point""}"
15909;44.50307758585698, 11.420391118208991;"{""coordinates"": [11.420391118208991, 44.50307758585698], ""type"": ""Point""}"
10911;44.5057183545803, 11.42202294792318;"{""coordinates"": [11.42202294792318, 44.5057183545803], ""type"": ""Point""}"
10966;44.51293634024658, 11.419815349794575;"{""coordinates"": [11.419815349794575, 44.51293634024658], ""type"": ""Point""}"
15656;44.50325013431361, 11.408031366472517;"{""coordinates"": [11.408031366472517, 44.50325013431361], ""type"": ""Point""}"
15683;44.500227755285515, 11.413572863236402;"{""coordinates"": [11.413572863236402, 44.500227755285515], ""type"": ""Point""}"
10985;44.52162322468683, 11.390796977683165;"{""coordinates"": [11.390796977683165, 44.52162322468683], ""type"": ""Point""}"
15984;44.50089162833231, 11.307509210394265;"{""coordinates"": [11.307509210394265, 44.50089162833231], ""type"": ""Point""}"
4682;44.49909417871753, 11.319224425115967;"{""coordinates"": [11.319224425115967, 44.49909417871753], ""type"": ""Point""}"
4683;44.49990088114412, 11.319753043403281;"{""coordinates"": [11.319753043403281, 44.49990088114412], ""type"": ""Point""}"
201;44.49814741417805, 11.33897499102495;"{""coordinates"": [11.33897499102495, 44.49814741417805], ""type"": ""Point""}"
199;44.49895331661665, 11.339339615292937;"{""coordinates"": [11.339339615292937, 44.49895331661665], ""type"": ""Point""}"
10197;44.501970662152196, 11.334943059395874;"{""coordinates"": [11.334943059395874, 44.501970662152196], ""type"": ""Point""}"
10210;44.50082966788953, 11.337230991345866;"{""coordinates"": [11.337230991345866, 44.50082966788953], ""type"": ""Point""}"
13090;44.50239116613128, 11.390441362350867;"{""coordinates"": [11.390441362350867, 44.50239116613128], ""type"": ""Point""}"
16095;44.49897123740785, 11.392146844100433;"{""coordinates"": [11.392146844100433, 44.49897123740785], ""type"": ""Point""}"
3939;44.428317385885244, 11.337337958630057;"{""coordinates"": [11.337337958630057, 44.428317385885244], ""type"": ""Point""}"
4213;44.46240565903074, 11.319669894222121;"{""coordinates"": [11.319669894222121, 44.46240565903074], ""type"": ""Point""}"
4214;44.461786312313215, 11.325515643147364;"{""coordinates"": [11.325515643147364, 44.461786312313215], ""type"": ""Point""}"
4171;44.44895965995148, 11.323436720406706;"{""coordinates"": [11.323436720406706, 44.44895965995148], ""type"": ""Point""}"
4317;44.49994239063832, 11.267803122817016;"{""coordinates"": [11.267803122817016, 44.49994239063832], ""type"": ""Point""}"
16865;44.500307034676794, 11.26701384106356;"{""coordinates"": [11.26701384106356, 44.500307034676794], ""type"": ""Point""}"
10180;44.50205951557871, 11.333011948940717;"{""coordinates"": [11.333011948940717, 44.50205951557871], ""type"": ""Point""}"
8460;44.5180975283839, 11.273287644110196;"{""coordinates"": [11.273287644110196, 44.5180975283839], ""type"": ""Point""}"
4322;44.49881645599594, 11.27424577791639;"{""coordinates"": [11.27424577791639, 44.49881645599594], ""type"": ""Point""}"
15480;44.49148601349646, 11.282371247244729;"{""coordinates"": [11.282371247244729, 44.49148601349646], ""type"": ""Point""}"
15491;44.49354692534423, 11.300853680361078;"{""coordinates"": [11.300853680361078, 44.49354692534423], ""type"": ""Point""}"
8632;44.5010333390254, 11.287994225279718;"{""coordinates"": [11.287994225279718, 44.5010333390254], ""type"": ""Point""}"
4433;44.500917274762244, 11.28849963556441;"{""coordinates"": [11.28849963556441, 44.500917274762244], ""type"": ""Point""}"
4400;44.500464240742325, 11.290776947017607;"{""coordinates"": [11.290776947017607, 44.500464240742325], ""type"": ""Point""}"
8638;44.50316540982533, 11.292666735498445;"{""coordinates"": [11.292666735498445, 44.50316540982533], ""type"": ""Point""}"
8636;44.50348533896059, 11.294640669359957;"{""coordinates"": [11.294640669359957, 44.50348533896059], ""type"": ""Point""}"
8641;44.49991262288673, 11.294313101602356;"{""coordinates"": [11.294313101602356, 44.49991262288673], ""type"": ""Point""}"
14686;44.50084477621947, 11.29654859357715;"{""coordinates"": [11.29654859357715, 44.50084477621947], ""type"": ""Point""}"
8645;44.50026503421634, 11.298055850801964;"{""coordinates"": [11.298055850801964, 44.50026503421634], ""type"": ""Point""}"
15510;44.50268951514522, 11.298149067042035;"{""coordinates"": [11.298149067042035, 44.50268951514522], ""type"": ""Point""}"
8642;44.50188464942811, 11.297358264696486;"{""coordinates"": [11.297358264696486, 44.50188464942811], ""type"": ""Point""}"
15507;44.5024971766746, 11.299683656077129;"{""coordinates"": [11.299683656077129, 44.5024971766746], ""type"": ""Point""}"
8628;44.50418715744158, 11.294970051427669;"{""coordinates"": [11.294970051427669, 44.50418715744158], ""type"": ""Point""}"
8672;44.504441792763465, 11.300547952645477;"{""coordinates"": [11.300547952645477, 44.504441792763465], ""type"": ""Point""}"
